IPK,Pendapatan_Orang_Tua,Prestasi_Akademik,Prestasi_Non_Akademik,Keikutsertaan_Organisasi,Diterima_Beasiswa
0.32,28.92,1.0,1,0,0.0
0.58,30.56,3.0,0,2,0.0
0.4,24.52,1.0,2,1,0.0
0.52,28.87,2.0,0,0,0.0
3.57,10.12,7.0,3,2,1.0
0.65,31.29,1.0,0,1,0.0
0.52,31.0,1.0,1,3,0.0
0.54,33.94,0.0,0,3,0.0
1.29,24.81,2.0,3,4,0.0
0.55,32.81,0.0,2,2,0.0
1.69,28.19,0.0,1,0,0.0
3.51,7.31,1.0,2,3,1.0
3.19,15.63,2.0,6,8,1.0
0.5,28.81,2.0,1,1,0.0
1.39,26.91,0.0,1,2,0.0
1.35,21.44,0.0,0,0,0.0
1.89,31.86,4.0,3,1,0.0
0.57,26.12,2.0,0,0,0.0
0.2,32.3,0.0,3,1,0.0
2.05,23.87,1.0,0,3,0.0
1.3,27.08,2.0,1,3,0.0
0.94,28.57,1.0,2,3,0.0
1.67,26.66,1.0,0,1,0.0
3.66,13.06,4.0,3,6,1.0
1.68,25.04,1.0,0,2,0.0
0.77,21.27,1.0,1,3,0.0
0.65,28.55,0.0,2,0,0.0
1.83,28.25,1.0,0,0,0.0
3.73,14.58,7.0,1,7,1.0
1.94,31.11,0.0,1,3,0.0
0.96,29.01,1.0,1,1,0.0
0.76,26.05,0.0,0,0,0.0
1.34,21.75,1.0,1,2,0.0
1.26,24.16,1.0,1,4,0.0
0.53,31.24,1.0,1,2,0.0
0.24,17.39,2.0,3,2,0.0
0.48,22.26,2.0,1,2,0.0
2.41,31.92,0.0,1,2,0.0
0.72,25.09,2.0,4,1,0.0
0.56,18.97,1.0,3,0,0.0
3.62,14.43,3.0,2,3,1.0
0.97,27.15,1.0,0,1,0.0
1.06,21.6,1.0,1,0,0.0
1.2,29.63,0.0,0,0,0.0
0.97,23.81,1.0,1,0,0.0
1.75,24.01,1.0,2,1,0.0
0.78,25.7,2.0,0,2,0.0
1.45,21.25,2.0,1,0,0.0
0.67,23.89,1.0,2,3,0.0
0.54,23.91,1.0,2,1,0.0
3.43,11.44,3.0,7,1,1.0
3.54,9.64,2.0,8,4,1.0
0.91,29.54,1.0,0,1,0.0
3.66,13.82,3.0,6,2,1.0
3.63,9.0,5.0,6,3,1.0
0.36,28.78,1.0,0,0,0.0
1.32,28.44,2.0,1,0,0.0
0.85,31.35,2.0,2,1,0.0
0.87,26.54,0.0,1,1,0.0
0.43,9.54,0.0,0,0,0.0
1.98,29.47,0.0,2,1,0.0
0.37,26.52,0.0,0,0,0.0
3.59,6.57,4.0,1,1,1.0
0.24,19.89,2.0,1,1,0.0
1.36,26.98,2.0,0,3,0.0
3.71,8.64,2.0,1,1,1.0
1.24,32.09,3.0,0,2,0.0
0.64,26.3,1.0,0,1,0.0
0.67,19.14,0.0,2,2,0.0
1.29,23.05,0.0,2,0,0.0
0.76,26.99,1.0,0,0,0.0
0.22,24.97,0.0,1,2,0.0
1.26,31.39,0.0,2,0,0.0
0.32,17.23,0.0,0,1,0.0
0.11,22.63,2.0,0,1,0.0
0.14,32.1,3.0,1,1,0.0
3.43,9.31,4.0,4,1,1.0
0.2,32.48,2.0,2,0,0.0
1.18,32.03,4.0,1,0,0.0
0.41,28.29,0.0,1,1,0.0
0.74,29.35,1.0,1,0,0.0
0.43,30.58,0.0,0,0,0.0
0.02,17.36,0.0,2,3,0.0
3.38,3.81,4.0,3,6,1.0
0.41,29.53,1.0,0,0,0.0
1.45,30.44,1.0,0,0,0.0
1.99,33.02,1.0,1,0,0.0
0.99,25.64,1.0,2,3,0.0
0.09,31.63,7.0,0,0,0.0
0.17,31.57,1.0,0,0,0.0
3.68,11.85,5.0,5,4,1.0
3.74,10.74,2.0,2,4,1.0
0.55,20.76,0.0,0,1,0.0
0.76,31.06,0.0,0,2,0.0
0.94,23.69,2.0,1,3,0.0
0.58,24.03,1.0,1,1,0.0
1.63,32.05,0.0,0,0,0.0
2.59,29.68,1.0,2,2,0.0
0.41,26.19,0.0,0,1,0.0
3.64,17.37,3.0,7,5,1.0
3.31,9.5,2.0,5,8,1.0
3.21,6.26,2.0,7,2,1.0
0.98,24.93,1.0,2,2,0.0
2.04,29.39,0.0,1,0,0.0
3.39,4.42,5.0,3,0,1.0
0.97,34.12,0.0,2,1,0.0
0.92,31.32,0.0,1,0,0.0
1.16,20.75,0.0,1,0,0.0
0.49,21.71,0.0,1,0,0.0
3.71,8.34,4.0,5,7,1.0
0.15,12.16,1.0,0,4,0.0
3.59,15.57,4.0,1,1,1.0
0.53,18.67,2.0,0,0,0.0
0.97,26.21,0.0,0,1,0.0
0.18,26.85,1.0,3,2,0.0
3.69,7.42,5.0,2,4,1.0
3.47,11.71,4.0,6,4,1.0
0.63,22.41,1.0,1,0,0.0
3.61,9.76,7.0,3,2,1.0
1.81,26.75,0.0,1,2,0.0
0.78,32.51,2.0,2,0,0.0
0.93,25.0,1.0,0,2,0.0
0.41,24.16,0.0,2,2,0.0
3.42,8.04,4.0,4,3,1.0
1.29,30.16,1.0,3,1,0.0
1.18,28.41,1.0,1,1,0.0
0.78,25.21,1.0,2,2,0.0
0.77,19.57,1.0,0,2,0.0
1.52,28.96,0.0,1,1,0.0
0.56,26.17,1.0,1,2,0.0
0.73,32.08,1.0,3,1,0.0
0.6,30.94,1.0,0,1,0.0
3.73,7.59,2.0,5,3,1.0
3.49,5.92,6.0,7,3,1.0
1.32,28.89,1.0,2,1,0.0
0.36,24.61,1.0,0,2,0.0
0.74,20.71,0.0,1,3,0.0
0.98,33.13,1.0,0,0,0.0
0.32,29.78,1.0,1,1,0.0
1.95,18.58,2.0,0,0,0.0
1.32,30.53,0.0,0,0,0.0
1.22,26.38,0.0,1,0,0.0
0.18,26.99,0.0,0,1,0.0
3.67,8.2,3.0,1,3,1.0
0.99,31.63,1.0,1,0,0.0
0.69,28.26,1.0,0,1,0.0
0.16,29.55,1.0,0,1,0.0
0.36,33.85,1.0,1,1,0.0
3.48,8.84,2.0,5,5,1.0
0.7,24.34,2.0,0,2,0.0
0.61,16.77,4.0,1,1,0.0
1.03,25.45,1.0,0,2,0.0
0.39,27.01,1.0,2,1,0.0
0.14,30.31,0.0,0,1,0.0
0.04,27.54,2.0,1,0,0.0
1.09,18.0,0.0,2,0,0.0
1.25,15.77,1.0,0,0,0.0
1.13,15.83,2.0,1,1,0.0
1.71,15.74,2.0,0,2,0.0
0.58,19.15,2.0,1,1,0.0
1.65,23.03,2.0,2,1,0.0
0.03,33.07,1.0,1,1,0.0
1.62,31.02,0.0,2,1,0.0
0.83,25.96,1.0,0,1,0.0
0.23,28.67,3.0,1,1,0.0
0.56,29.02,0.0,2,3,0.0
1.02,31.19,2.0,2,2,0.0
1.06,29.27,1.0,1,0,0.0
0.18,31.38,1.0,0,1,0.0
0.4,32.22,0.0,0,0,0.0
0.52,10.48,1.0,1,0,0.0
3.24,7.45,3.0,2,7,1.0
3.65,9.68,5.0,4,8,1.0
0.99,9.33,2.0,1,1,0.0
1.91,31.37,1.0,1,1,0.0
0.45,25.93,1.0,1,2,0.0
3.72,19.28,4.0,2,8,1.0
0.59,18.2,0.0,1,0,0.0
0.46,28.51,0.0,0,1,0.0
0.19,25.95,0.0,2,1,0.0
0.99,27.07,0.0,1,2,0.0
3.58,12.31,4.0,1,0,1.0
0.63,28.26,1.0,3,1,0.0
1.45,30.11,0.0,0,1,0.0
0.88,20.99,0.0,2,0,0.0
0.17,23.75,1.0,4,0,0.0
3.68,8.87,3.0,2,0,1.0
0.39,25.22,0.0,4,0,0.0
1.01,28.06,2.0,1,1,0.0
0.08,32.45,1.0,1,0,0.0
1.08,23.19,2.0,0,1,0.0
1.68,24.49,1.0,1,1,0.0
0.95,32.31,0.0,1,2,0.0
0.82,29.33,3.0,4,0,0.0
0.67,30.0,1.0,2,1,0.0
1.02,22.0,0.0,0,0,0.0
0.41,28.71,1.0,0,0,0.0
0.67,23.83,0.0,0,0,0.0
3.65,9.27,2.0,7,4,1.0
0.5,24.55,0.0,1,1,0.0
3.56,5.75,6.0,4,6,1.0
3.46,10.63,5.0,1,4,1.0
0.73,25.35,2.0,0,0,0.0
0.73,27.31,1.0,2,1,0.0
1.31,26.46,1.0,2,0,0.0
1.29,31.37,1.0,0,2,0.0
1.34,30.78,1.0,1,1,0.0
0.79,16.99,1.0,1,0,0.0
0.27,30.52,2.0,1,2,0.0
0.72,28.93,2.0,0,1,0.0
0.57,26.82,0.0,2,1,0.0
0.86,27.61,0.0,1,0,0.0
0.99,30.93,1.0,3,1,0.0
0.17,25.45,1.0,1,2,0.0
0.5,21.06,1.0,0,0,0.0
0.31,21.91,0.0,0,1,0.0
0.61,25.95,0.0,4,2,0.0
3.7,20.39,5.0,2,4,1.0
1.25,24.72,0.0,1,1,0.0
0.64,23.62,0.0,0,0,0.0
3.59,11.72,6.0,3,6,1.0
0.29,31.02,1.0,1,1,0.0
0.96,10.44,0.0,0,1,0.0
1.57,30.2,1.0,0,0,0.0
0.97,19.96,1.0,0,0,0.0
1.14,26.26,0.0,0,2,0.0
1.92,14.24,2.0,1,1,0.0
0.5,22.1,1.0,0,1,0.0
3.7,4.05,5.0,7,5,1.0
1.16,22.45,1.0,2,0,0.0
3.39,8.19,3.0,6,1,1.0
0.76,29.23,0.0,1,2,0.0
1.38,31.69,3.0,0,3,0.0
0.37,29.03,1.0,3,1,0.0
3.64,10.23,5.0,5,4,1.0
0.92,27.87,2.0,0,2,0.0
0.31,27.19,0.0,0,0,0.0
3.67,7.56,3.0,2,8,1.0
1.14,18.24,0.0,0,1,0.0
3.6,7.49,4.0,5,4,1.0
0.41,30.12,0.0,0,0,0.0
3.74,17.37,4.0,5,4,1.0
0.14,30.04,1.0,1,2,0.0
0.23,32.58,1.0,0,0,0.0
1.86,25.73,0.0,4,1,0.0
0.88,31.88,0.0,1,0,0.0
0.68,30.49,0.0,0,0,0.0
1.49,30.95,1.0,2,0,0.0
3.66,1.83,2.0,2,3,1.0
1.81,18.33,2.0,1,1,0.0
0.8,31.95,3.0,1,0,0.0
0.4,22.14,0.0,0,1,0.0
0.68,23.18,1.0,1,1,0.0
1.2,29.62,1.0,1,0,0.0
3.72,6.31,2.0,8,3,1.0
0.18,26.52,1.0,1,0,0.0
0.43,27.73,0.0,0,1,0.0
1.4,29.58,0.0,1,2,0.0
1.16,23.0,0.0,3,2,0.0
0.5,24.45,1.0,0,0,0.0
0.75,20.81,2.0,0,3,0.0
1.13,26.96,0.0,1,4,0.0
0.25,27.53,1.0,1,1,0.0
1.52,31.38,2.0,1,3,0.0
0.54,17.97,0.0,0,2,0.0
2.21,27.86,0.0,1,1,0.0
1.27,30.33,1.0,0,0,0.0
1.3,30.58,3.0,1,2,0.0
1.43,21.03,0.0,2,0,0.0
1.09,25.69,1.0,1,1,0.0
0.72,27.45,1.0,1,3,0.0
0.8,28.32,0.0,1,0,0.0
0.57,28.67,1.0,1,0,0.0
0.9,31.11,1.0,1,2,0.0
0.91,30.56,0.0,0,2,0.0
3.71,11.48,4.0,5,3,1.0
0.79,24.63,1.0,1,1,0.0
0.51,30.97,1.0,0,1,0.0
0.25,30.0,0.0,2,1,0.0
0.51,31.96,0.0,2,3,0.0
0.34,28.96,1.0,2,1,0.0
1.04,18.37,1.0,1,0,0.0
1.44,23.05,4.0,1,1,0.0
1.28,28.93,0.0,3,2,0.0
0.45,24.4,0.0,1,1,0.0
1.49,30.53,0.0,0,1,0.0
0.35,21.57,2.0,0,0,0.0
0.41,12.2,1.0,0,2,0.0
0.76,20.51,1.0,1,1,0.0
3.75,7.39,5.0,2,5,1.0
0.25,33.2,0.0,1,0,0.0
1.8,26.94,0.0,1,2,0.0
0.9,29.98,2.0,0,2,0.0
2.02,26.52,4.0,0,1,0.0
3.52,11.92,5.0,5,1,1.0
0.08,18.64,0.0,2,1,0.0
0.51,30.18,1.0,1,2,0.0
0.4,21.92,1.0,2,0,0.0
0.39,27.65,1.0,0,1,0.0
1.31,32.27,0.0,2,2,0.0
0.44,29.52,2.0,0,3,0.0
0.54,28.54,1.0,0,0,0.0
2.06,27.29,0.0,1,1,0.0
0.6,20.54,0.0,1,1,0.0
0.15,29.29,0.0,2,2,0.0
3.42,23.18,8.0,2,3,1.0
1.28,6.2,1.0,2,0,0.0
1.09,22.31,0.0,1,0,0.0
0.48,23.57,2.0,2,0,0.0
0.29,28.7,2.0,2,4,0.0
3.55,9.29,5.0,5,6,1.0
1.41,29.35,1.0,1,1,0.0
3.58,5.75,5.0,4,1,1.0
3.44,15.72,4.0,1,3,1.0
3.52,5.74,3.0,5,7,1.0
0.76,28.33,1.0,1,2,0.0
0.23,21.21,1.0,0,3,0.0
0.79,33.23,0.0,4,0,0.0
0.68,22.0,1.0,1,1,0.0
0.3,25.15,1.0,3,0,0.0
1.72,27.18,1.0,1,1,0.0
1.32,21.21,2.0,0,1,0.0
0.64,31.55,1.0,0,1,0.0
0.95,24.82,3.0,0,1,0.0
0.16,34.04,1.0,2,2,0.0
0.93,21.86,2.0,0,0,0.0
0.31,23.66,1.0,0,1,0.0
1.82,27.24,2.0,3,0,0.0
0.19,16.64,0.0,2,0,0.0
0.3,25.73,0.0,1,2,0.0
1.31,24.67,0.0,1,1,0.0
1.19,27.26,1.0,2,0,0.0
1.85,22.81,1.0,0,1,0.0
0.12,29.66,1.0,2,1,0.0
0.33,23.81,1.0,1,4,0.0
0.83,24.88,2.0,1,0,0.0
0.81,8.58,1.0,2,3,0.0
3.56,26.94,8.0,2,3,1.0
3.7,19.41,5.0,2,4,1.0
3.29,7.28,4.0,1,3,1.0
1.45,21.31,1.0,0,0,0.0
3.56,16.14,2.0,3,3,1.0
0.32,20.33,1.0,1,1,0.0
0.53,18.33,1.0,0,1,0.0
0.15,29.52,0.0,0,1,0.0
3.5,10.02,4.0,6,4,1.0
0.86,30.33,2.0,3,2,0.0
0.45,30.43,2.0,1,0,0.0
0.1,33.15,2.0,1,1,0.0
0.1,20.64,0.0,2,3,0.0
0.58,23.45,1.0,1,2,0.0
3.68,6.92,4.0,8,4,1.0
0.46,25.83,1.0,1,0,0.0
1.48,29.05,1.0,0,1,0.0
3.6,13.18,5.0,4,2,1.0
0.18,26.54,2.0,0,1,0.0
1.3,32.04,0.0,1,1,0.0
3.73,9.94,4.0,3,4,1.0
1.4,31.68,0.0,2,0,0.0
3.55,13.52,2.0,6,6,1.0
1.42,25.83,2.0,1,3,0.0
0.26,29.37,0.0,2,2,0.0
1.13,32.85,0.0,1,2,0.0
1.03,30.96,1.0,0,3,0.0
0.67,33.07,0.0,1,1,0.0
1.32,25.17,2.0,1,0,0.0
3.64,5.07,1.0,5,2,1.0
3.69,9.65,4.0,1,3,1.0
1.15,30.2,1.0,5,2,0.0
2.28,26.21,0.0,0,1,0.0
0.9,31.54,1.0,2,0,0.0
1.27,31.55,1.0,1,0,0.0
0.35,23.72,3.0,1,2,0.0
0.67,31.8,2.0,0,3,0.0
1.11,33.32,0.0,2,1,0.0
0.82,19.42,1.0,0,2,0.0
3.61,7.94,5.0,5,2,1.0
3.54,5.26,7.0,2,4,1.0
0.16,26.98,0.0,1,1,0.0
3.52,8.82,3.0,6,1,1.0
0.94,31.35,1.0,0,0,0.0
3.77,14.2,6.0,4,6,1.0
1.04,34.21,1.0,0,1,0.0
1.22,31.17,0.0,2,1,0.0
3.32,16.53,6.0,2,1,1.0
0.94,27.55,2.0,0,0,0.0
0.62,23.17,1.0,2,3,0.0
1.15,24.11,2.0,0,1,0.0
0.78,24.79,0.0,0,1,0.0
0.94,31.45,2.0,0,1,0.0
0.21,20.29,2.0,1,0,0.0
3.73,8.91,7.0,1,5,1.0
3.66,12.01,3.0,6,6,1.0
1.96,27.85,1.0,3,3,0.0
0.94,23.84,2.0,0,2,0.0
3.72,10.72,3.0,3,1,1.0
0.65,32.81,2.0,2,1,0.0
0.23,26.61,3.0,2,0,0.0
0.89,24.9,2.0,1,2,0.0
3.49,10.94,5.0,6,2,1.0
0.55,22.85,2.0,0,3,0.0
0.59,32.52,2.0,1,0,0.0
0.59,30.1,0.0,1,1,0.0
0.68,28.21,0.0,0,1,0.0
1.06,21.8,1.0,2,3,0.0
0.28,26.53,1.0,1,0,0.0
3.63,9.48,2.0,4,2,1.0
0.57,23.18,3.0,1,1,0.0
3.74,4.16,3.0,3,8,1.0
1.49,23.61,2.0,0,0,0.0
3.63,6.27,3.0,5,2,1.0
0.41,24.76,2.0,0,1,0.0
0.95,30.32,0.0,1,4,0.0
0.36,23.47,2.0,0,0,0.0
0.45,25.38,0.0,1,1,0.0
1.4,25.42,1.0,1,3,0.0
3.61,9.69,3.0,7,3,1.0
0.89,26.78,2.0,0,1,0.0
0.78,23.59,1.0,0,3,0.0
0.93,23.0,3.0,1,0,0.0
3.52,15.91,4.0,3,6,1.0
1.02,16.58,0.0,1,0,0.0
3.5,7.75,5.0,1,2,1.0
0.49,33.0,0.0,1,0,0.0
1.46,29.55,0.0,0,1,0.0
0.39,29.27,2.0,1,2,0.0
0.31,30.97,1.0,1,1,0.0
0.83,34.02,1.0,0,2,0.0
2.01,29.81,3.0,1,0,0.0
0.54,17.84,3.0,0,1,0.0
0.76,24.04,0.0,4,2,0.0
0.77,29.51,0.0,2,2,0.0
0.77,30.74,2.0,0,0,0.0
0.47,18.84,1.0,1,1,0.0
0.06,27.55,2.0,0,1,0.0
0.25,25.95,1.0,0,2,0.0
0.33,26.39,1.0,0,3,0.0
0.8,29.96,0.0,2,0,0.0
0.67,29.05,0.0,1,0,0.0
1.33,32.71,1.0,0,1,0.0
0.59,31.2,2.0,3,2,0.0
2.18,30.31,0.0,2,0,0.0
0.91,26.69,0.0,0,2,0.0
0.75,28.68,0.0,2,1,0.0
0.59,21.98,2.0,1,3,0.0
0.41,30.4,0.0,1,2,0.0
0.02,25.74,2.0,0,1,0.0
0.82,22.43,1.0,1,0,0.0
3.59,10.8,6.0,2,3,1.0
2.71,24.05,0.0,1,2,0.0
3.22,10.12,5.0,3,1,1.0
0.17,24.32,1.0,2,0,0.0
0.78,23.3,3.0,0,0,0.0
0.08,32.24,3.0,1,0,0.0
0.69,12.25,1.0,2,3,0.0
0.35,19.28,3.0,0,1,0.0
1.19,32.7,1.0,1,2,0.0
0.03,24.13,1.0,0,1,0.0
0.49,29.01,1.0,1,0,0.0
2.16,20.66,1.0,1,0,0.0
3.69,8.02,4.0,5,6,1.0
0.32,30.69,3.0,0,3,0.0
2.31,31.29,2.0,0,3,0.0
0.94,20.86,3.0,0,1,0.0
1.91,29.69,0.0,1,0,0.0
3.62,18.05,3.0,4,2,1.0
0.91,30.43,1.0,0,0,0.0
1.55,21.65,1.0,2,1,0.0
0.17,29.71,0.0,1,1,0.0
0.95,25.33,2.0,8,0,0.0
0.48,25.1,0.0,2,0,0.0
1.86,31.65,1.0,0,2,0.0
3.67,6.87,2.0,5,5,1.0
1.41,22.99,0.0,1,1,0.0
1.25,28.13,1.0,3,3,0.0
0.24,30.7,2.0,1,3,0.0
0.82,28.13,3.0,1,0,0.0
1.11,28.96,1.0,3,2,0.0
1.5,32.44,1.0,3,2,0.0
3.41,3.49,3.0,6,4,1.0
3.58,15.99,3.0,3,6,1.0
0.86,22.44,0.0,1,2,0.0
1.39,28.91,2.0,0,1,0.0
0.95,31.8,4.0,3,1,0.0
0.16,31.99,0.0,0,2,0.0
3.58,10.51,4.0,2,6,1.0
3.76,7.86,4.0,4,7,1.0
1.16,26.01,2.0,0,0,0.0
0.46,24.35,0.0,1,0,0.0
1.09,32.46,0.0,0,0,0.0
0.51,25.22,1.0,0,0,0.0
1.11,30.16,1.0,3,0,0.0
0.44,31.47,4.0,0,2,0.0
0.56,24.54,0.0,0,1,0.0
1.72,29.37,1.0,0,2,0.0
1.12,28.43,1.0,1,0,0.0
0.38,28.68,1.0,0,1,0.0
0.92,34.18,1.0,2,0,0.0
0.36,23.83,2.0,1,2,0.0
0.64,33.99,1.0,2,1,0.0
3.64,10.52,3.0,7,4,1.0
1.24,30.24,1.0,0,0,0.0
0.83,31.26,1.0,3,0,0.0
0.33,28.75,0.0,0,1,0.0
1.07,26.47,1.0,0,1,0.0
0.96,30.77,2.0,3,1,0.0
1.09,27.82,0.0,1,1,0.0
0.56,29.46,0.0,0,1,0.0
0.79,22.76,0.0,2,0,0.0
0.19,26.57,0.0,2,1,0.0
2.48,25.8,3.0,1,0,0.0
0.99,22.48,1.0,0,1,0.0
1.49,32.84,2.0,0,2,0.0
0.84,14.31,1.0,2,0,0.0
0.67,22.91,0.0,0,0,0.0
0.91,30.39,0.0,1,1,0.0
2.54,28.18,0.0,2,2,0.0
0.96,17.35,0.0,0,0,0.0
0.79,32.22,0.0,0,0,0.0
3.39,15.21,2.0,3,2,1.0
0.68,18.99,1.0,2,0,0.0
0.58,31.39,1.0,1,0,0.0
0.67,19.35,0.0,1,0,0.0
3.62,16.05,4.0,4,6,1.0
3.72,4.96,2.0,4,3,1.0
0.68,24.29,3.0,0,1,0.0
0.35,30.45,1.0,1,0,0.0
1.48,19.26,1.0,0,2,0.0
2.05,19.18,0.0,0,2,0.0
0.7,18.45,1.0,1,0,0.0
2.03,32.56,1.0,2,0,0.0
0.66,20.5,2.0,2,2,0.0
1.15,16.65,0.0,3,1,0.0
0.65,28.06,0.0,0,0,0.0
0.87,33.47,2.0,1,0,0.0
1.45,28.5,3.0,1,0,0.0
0.95,30.3,1.0,0,1,0.0
3.64,2.76,4.0,3,4,1.0
0.67,30.81,1.0,1,0,0.0
0.79,31.49,0.0,0,1,0.0
0.94,20.27,0.0,0,0,0.0
1.74,26.31,1.0,1,1,0.0
0.4,33.0,1.0,0,0,0.0
1.27,23.11,1.0,3,2,0.0
0.67,31.13,1.0,1,0,0.0
1.06,26.26,0.0,1,1,0.0
0.81,24.97,0.0,0,1,0.0
1.18,24.57,1.0,0,2,0.0
0.58,30.98,1.0,0,0,0.0
3.56,10.96,4.0,3,4,1.0
0.19,14.14,0.0,1,3,0.0
0.45,25.33,0.0,0,1,0.0
1.27,31.01,0.0,2,3,0.0
1.25,34.06,0.0,2,1,0.0
0.65,23.88,0.0,0,1,0.0
1.49,29.97,1.0,2,3,0.0
0.38,19.7,1.0,0,0,0.0
0.28,21.43,0.0,1,1,0.0
0.5,27.89,0.0,1,2,0.0
0.64,24.9,0.0,1,4,0.0
0.34,30.94,1.0,1,1,0.0
3.59,4.34,1.0,4,4,1.0
1.89,22.16,1.0,2,1,0.0
1.06,24.73,1.0,0,0,0.0
0.97,33.22,0.0,0,1,0.0
0.27,21.64,1.0,0,1,0.0
3.57,21.39,5.0,8,2,1.0
0.33,25.71,2.0,0,0,0.0
1.55,27.85,1.0,2,0,0.0
0.17,31.79,0.0,0,2,0.0
1.34,26.32,0.0,2,1,0.0
0.17,30.74,0.0,1,0,0.0
0.75,28.6,0.0,3,2,0.0
1.11,19.34,0.0,1,2,0.0
0.27,31.81,2.0,0,1,0.0
1.58,29.29,0.0,0,3,0.0
2.55,24.51,1.0,3,0,0.0
0.42,21.53,1.0,2,1,0.0
2.48,28.94,0.0,1,1,0.0
1.41,30.59,3.0,0,2,0.0
0.7,32.47,0.0,3,0,0.0
0.25,28.75,2.0,2,2,0.0
0.66,27.03,2.0,1,1,0.0
3.73,3.1,4.0,4,2,1.0
1.66,25.83,0.0,1,0,0.0
3.64,9.23,4.0,2,3,1.0
0.33,24.54,0.0,0,1,0.0
0.59,31.05,2.0,2,1,0.0
0.22,27.91,1.0,2,0,0.0
3.7,10.96,8.0,5,4,1.0
1.84,25.52,1.0,1,0,0.0
0.94,23.79,0.0,0,1,0.0
0.73,32.69,1.0,1,0,0.0
0.39,24.59,0.0,1,0,0.0
2.22,33.38,1.0,0,2,0.0
0.44,21.51,2.0,0,0,0.0
0.27,15.12,2.0,0,0,0.0
1.94,31.23,0.0,2,1,0.0
0.53,22.18,2.0,2,0,0.0
0.31,26.25,1.0,0,1,0.0
0.76,23.14,1.0,1,1,0.0
3.62,14.74,3.0,6,3,1.0
1.91,20.11,0.0,1,2,0.0
0.58,30.2,0.0,5,2,0.0
0.46,30.32,0.0,0,3,0.0
3.62,8.57,5.0,3,3,1.0
0.46,29.53,0.0,0,1,0.0
3.65,3.06,2.0,2,1,1.0
1.07,25.26,1.0,1,0,0.0
1.77,24.16,3.0,1,3,0.0
3.73,22.16,2.0,3,6,1.0
0.42,29.93,0.0,2,0,0.0
0.57,30.51,2.0,0,0,0.0
1.59,19.36,3.0,0,2,0.0
0.33,26.19,0.0,3,1,0.0
3.72,5.69,3.0,8,5,1.0
3.54,9.75,4.0,7,4,1.0
0.88,28.0,4.0,3,5,0.0
0.92,27.56,0.0,1,1,0.0
1.02,22.62,1.0,1,1,0.0
1.35,8.98,1.0,1,0,0.0
0.21,33.12,1.0,0,2,0.0
0.33,20.56,0.0,0,1,0.0
1.01,23.95,0.0,1,0,0.0
1.01,27.7,0.0,6,1,0.0
0.39,25.56,0.0,1,1,0.0
0.24,23.01,1.0,1,2,0.0
3.19,9.16,2.0,1,5,1.0
0.71,24.61,1.0,1,0,0.0
1.87,29.57,0.0,2,2,0.0
3.65,2.51,5.0,6,1,1.0
1.12,33.59,1.0,0,0,0.0
0.17,32.65,1.0,1,3,0.0
0.73,33.56,1.0,0,1,0.0
3.59,19.69,6.0,3,3,1.0
2.2,28.3,2.0,1,0,0.0
1.38,22.14,2.0,1,1,0.0
0.48,30.51,2.0,1,0,0.0
2.41,29.39,0.0,1,0,0.0
0.8,29.32,1.0,0,4,0.0
1.24,20.91,0.0,0,1,0.0
0.52,21.57,0.0,0,1,0.0
0.45,26.69,0.0,5,0,0.0
1.84,33.71,0.0,2,0,0.0
1.31,22.85,1.0,3,0,0.0
1.2,34.06,3.0,1,0,0.0
0.32,20.22,1.0,1,3,0.0
0.75,28.62,1.0,0,0,0.0
1.75,27.46,1.0,3,0,0.0
1.28,28.01,1.0,1,3,0.0
3.64,5.17,2.0,5,1,1.0
1.57,29.62,0.0,1,1,0.0
0.63,28.12,0.0,0,1,0.0
1.44,19.2,1.0,2,1,0.0
0.19,28.96,2.0,1,0,0.0
0.44,30.87,1.0,0,1,0.0
0.81,29.43,2.0,3,1,0.0
0.5,17.91,0.0,0,1,0.0
3.79,14.74,5.0,0,5,1.0
0.35,24.67,1.0,1,2,0.0
0.98,25.65,2.0,1,0,0.0
1.06,14.68,1.0,1,3,0.0
0.41,31.17,0.0,1,1,0.0
0.81,27.86,1.0,1,0,0.0
1.32,30.95,2.0,0,2,0.0
3.35,12.37,8.0,4,5,1.0
0.67,28.92,0.0,1,0,0.0
0.88,28.42,1.0,0,0,0.0
1.23,22.47,1.0,2,0,0.0
0.59,24.64,1.0,2,1,0.0
1.27,28.98,1.0,2,0,0.0
3.2,20.66,3.0,1,7,1.0
0.93,22.22,1.0,0,0,0.0
0.52,19.06,0.0,0,1,0.0
1.07,26.6,1.0,3,1,0.0
0.5,23.15,1.0,0,0,0.0
3.65,15.94,3.0,5,6,1.0
3.38,5.06,3.0,2,3,1.0
0.76,20.19,1.0,1,0,0.0
0.48,24.86,0.0,1,1,0.0
0.53,33.27,1.0,1,0,0.0
0.71,28.73,2.0,4,0,0.0
1.43,25.95,2.0,3,1,0.0
0.7,13.82,2.0,1,1,0.0
1.16,22.32,0.0,0,0,0.0
0.09,17.22,1.0,0,1,0.0
0.7,27.64,2.0,2,0,0.0
0.38,21.37,0.0,1,0,0.0
0.36,23.19,1.0,0,1,0.0
1.84,29.25,1.0,0,1,0.0
0.76,25.8,2.0,2,1,0.0
1.24,26.78,0.0,1,0,0.0
0.96,28.38,2.0,1,0,0.0
0.92,26.5,1.0,1,4,0.0
0.95,20.65,1.0,1,0,0.0
0.48,22.06,0.0,2,0,0.0
